# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
1.4813943047694329e-06 8.226444883970781e-39 1.0610839540579716e-38 2.52311002513474e-38 7.501739191747186e-38 4.059019064799499e-36 1.3817787573300434e-32 7.460907179088811e-30 1.8269648315886682e-29
1.5159353511145682e-06 8.24499080612325e-39 1.0641714549598296e-38 2.5405780648031554e-38 7.6373260368264e-38 4.368554972667839e-36 1.4816113029076426e-32 8.174249861340051e-30 2.0032879732991508e-29
1.5512817764724183e-06 8.263620547252228e-39 1.0672769774992365e-38 2.5582872057241305e-38 7.77718456084491e-38 4.70495499305106e-36 1.5884967298574838e-32 8.956146974733086e-30 2.1966344594223113e-29
1.587452359525819e-06 8.282334676148316e-39 1.070400679813982e-38 2.576242374109552e-38 7.921493987064983e-38 5.070696912524091e-36 1.7029837508501974e-32 9.81320343471999e-30 2.4086481179462077e-29
1.6244663168122348e-06 8.301133767788367e-39 1.0735427220303056e-38 2.5944486273421443e-38 8.070442657901421e-38 5.468491514464136e-36 1.825671069393235e-32 1.0752661298748826e-29 2.641131523645564e-29
1.6623433129330315e-06 8.320018401014554e-39 1.0767032659761171e-38 2.612911158212914e-38 8.224228573149261e-38 5.901304259319703e-36 1.9572120567271105e-32 1.1782461265345313e-29 2.896061329128048e-29
1.7011034710007933e-06 8.338989161085043e-39 1.079882475540816e-38 2.6316352993180226e-38 8.38305996408392e-38 6.37237893577845e-36 2.09831984109266e-32 1.291131011101312e-29 3.175605076504347e-29
1.740767383330235e-06 8.358046637789739e-39 1.0830805164632814e-38 2.650626527621405e-38 8.547155906081262e-38 6.885263462667778e-36 2.2497728499692947e-32 1.414875463840508e-29 3.482139632693381e-29
1.7813561223783898e-06 8.377191427330037e-39 1.0862975565558966e-38 2.6698904691905755e-38 8.71674697261907e-38 7.443838039243185e-36 2.4124208502165566e-32 1.5505262764498166e-29 3.8182714051613914e-29
1.8228912519398869e-06 8.396424130418033e-39 1.0895337655276033e-38 2.689432904112806e-38 8.892075933752691e-38 8.052345861265304e-36 2.5871915357151225e-32 1.6992312438269845e-29 4.186858510048497e-29
1.8653948386032614e-06 8.415745353548786e-39 1.0927893151435863e-38 2.7092597715994583e-38 9.073398502409845e-38 8.715426642097116e-36 2.7750977171227076e-32 1.862248914398734e-29 4.5910350812499053e-29
1.908889463474389e-06 8.435155709367677e-39 1.0960643792888533e-38 2.7293771752868326e-38 9.260984132123138e-38 9.438153202115164e-36 2.977245173749736e-32 2.0409592819130757e-29 5.0342379272034093e-29
1.9533982341732686e-06 8.454655815509612e-39 1.0993591338708043e-38 2.7497913887420007e-38 9.455116870117398e-38 1.0226071416163836e-35 3.1948412334217745e-32 2.2368755096193162e-29 5.520235762141926e-29
1.9989447971105317e-06 8.474246295411747e-39 1.10267375691873e-38 2.7705088611821923e-38 9.656096269993103e-38 1.108524383770491e-35 3.429204152502012e-32 2.4516567865261556e-29 6.053161260433603e-29
2.045553350050195e-06 8.49392777899079e-39 1.1060084286918641e-38 2.7915362234179933e-38 9.864238368600903e-38 1.2022297349826978e-35 3.681773375147538e-32 2.6871224250681383e-29 6.637546206673965e-29
2.0932486549653353e-06 8.513700901601532e-39 1.109363331596452e-38 2.812880294029146e-38 1.0079876732086624e-37 1.3044475227446334e-35 3.9541207583297887e-32 2.945267320055897e-29 7.278360040495353e-29
2.1420560511935146e-06 8.53356630400853e-39 1.1127386501990181e-38 2.834548085784166e-38 1.0303363576506771e-37 1.4159694031899057e-35 4.247962857344448e-32 3.228278900373991e-29 7.981052123960877e-29
2.192001468898943e-06 8.553524634077138e-39 1.1161345714338978e-38 2.856546812314304e-38 1.0535070968870755e-37 1.537660579869584e-35 4.565174375456889e-32 3.5385557175896664e-29 8.751598091083614e-29
2.2431114428485372e-06 8.573576544591382e-39 1.1195512844126696e-38 2.8788838950529013e-38 1.0775392114966386e-37 1.6704666021469767e-35 4.907802891074559e-32 3.8787278295344403e-29 9.596550673676425e-29
2.2954131265091837e-06 8.593722695738816e-39 1.1229889806848587e-38 2.901566970452864e-38 1.1024742740868738e-37 1.8154207980032078e-35 5.278084986563506e-32 4.251679152213093e-29 1.052309543587859e-28
2.3489343064737076e-06 8.613963752525753e-39 1.1264478540302443e-38 2.924603897494042e-38 1.1283562575627623e-37 1.9736524007886962e-35 5.678463914553716e-32 4.6605719701309846e-29 1.1539111891447424e-28
2.403703417223201e-06 8.634300387602841e-39 1.12992810075098e-38 2.948002765494002e-38 1.155231694327791e-37 2.1463954344424961e-35 6.111608950408322e-32 5.108873813466059e-29 1.2653240523633698e-28
2.4597495562335635e-06 8.654733279041649e-39 1.1334299195021034e-38 2.9717719022364057e-38 1.1831498473026423e-37 2.3349984269201172e-35 6.580436593677202e-32 5.60038693066948e-29 1.3874956277734366e-28
2.5171024994342686e-06 8.675263111390088e-39 1.1369535114068986e-38 2.9959198824307406e-38 1.2121628937244257e-37 2.5409350270049977e-35 7.088133796830518e-32 6.139280607146752e-29 1.5214649151455724e-28
2.575792717027583e-06 8.695890576592849e-39 1.1404990801652097e-38 3.0204555365195686e-38 1.2423261227741347e-37 2.765815605314448e-35 7.638183416538356e-32 6.730126604859715e-29 1.6683712568549064e-28
2.635851389676631e-06 8.716616372196926e-39 1.1440668319645534e-38 3.0453879598486153e-38 1.2736981481727424e-37 3.011399926131224e-35 8.23439210143848e-32 7.377938024265143e-29 1.82946402874624e-28
2.6973104250709106e-06 8.737441202869402e-39 1.1476569755901545e-38 3.070726522217201e-38 1.3063411369878004e-37 3.2796109826773837e-35 8.880920850764928e-32 8.088211919078158e-29 2.00611326692624e-28
2.760202474878063e-06 8.758365780277796e-39 1.1512697224995047e-38 3.096480877826503e-38 1.3403210560035271e-37 3.572550094581354e-35 9.582318500704785e-32 8.866976026308318e-29 2.199821320879038e-28
2.8245609520908932e-06 8.779390822511493e-39 1.1549052867695812e-38 3.1226609756443075e-38 1.3757079371289992e-37 3.8925133725460055e-35 1.0343558419918321e-31 9.720840008970478e-29 2.41223563201983e-28
2.8904200487788716e-06 8.800517054470105e-39 1.1585638852048276e-38 3.149277070206126e-38 1.4125761634523102e-37 4.2420096615854564e-35 1.117007872277538e-31 1.0657051647311148e-28 2.645162746387885e-28
2.9578147542535346e-06 8.821745208369809e-39 1.162245737361533e-38 3.1763397328734237e-38 1.4510047776946687e-37 4.623780080622513e-35 1.2067826338427448e-31 1.1683558456433342e-28 2.900583680666395e-28
3.026780873657441e-06 8.843076023646854e-39 1.1659510656165363e-38 3.203859863570289e-38 1.49107781497846e-37 5.040819282694117e-35 1.3043305306385656e-31 1.2809075254354711e-28 3.1806707722274126e-28
3.097355046986562e-06 8.864510246757306e-39 1.1696800951913592e-38 3.2318487030222904e-38 1.5328846619989344e-37 5.496398566441367e-35 1.4103629704984645e-31 1.4043158255202779e-28 3.487806156537506e-28
3.1695747685562034e-06 8.886048631030567e-39 1.173433054170661e-38 3.260317845521195e-38 1.5765204448818606e-37 5.994090975902305e-35 1.5256581658202252e-31 1.5396286317695466e-28 3.8246020290884608e-28
3.2434784069208122e-06 8.907691937671454e-39 1.1772101735787765e-38 3.289279252240808e-38 1.6220864482207825e-37 6.537798531787863e-35 1.6510674909201216e-31 1.6879950039912841e-28 4.1939228641960015e-28
3.319105225258239e-06 8.92944093513216e-39 1.181011687456161e-38 3.3187452651319603e-38 1.6696905680197971e-37 7.131781743299699e-35 1.787522449610448e-31 1.850674945817433e-28 4.598909779672295e-28
3.3964954022292982e-06 8.951296399241084e-39 1.184837832832708e-38 3.3487286214232383e-38 1.7194478015224884e-37 7.780691555000722e-35 1.9360423116956601e-31 2.0290501180860463e-28 5.04300725459167e-28
