# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
3.6396620555569646e-06 2.9838277324998997e-43 3.486111003613585e-43 5.2558090054578795e-43 7.043605008252523e-43 1.067049526597885e-42 2.1151216602378045e-42 2.0850239987939857e-42 3.008767850793731e-43
3.7245265209709786e-06 2.9838241857092766e-43 3.4861125306616083e-43 5.2558124779636574e-43 7.043611244911838e-43 1.0670509576402256e-42 2.1151273194810702e-42 2.0850426132924787e-42 3.008831701144293e-43
3.811369735340273e-06 2.983821090014931e-43 3.4861141298274867e-43 5.255816114258725e-43 7.0436177757415745e-43 1.0670524561832876e-42 2.115133245679607e-42 2.0850621060293465e-42 3.008898564795767e-43
3.900237836319859e-06 2.9838184143993047e-43 3.4861158045048817e-43 5.2558199220670215e-43 7.043624614614417e-43 1.0670540254104489e-42 2.1151394514246378e-42 2.0850825184434113e-42 3.008968584006987e-43
3.991178037336996e-06 2.983816130736325e-43 3.4861175582464142e-43 5.255823909476556e-43 7.043631776057007e-43 1.0670556686551653e-42 2.115145949901119e-42 2.0851038939290606e-42 3.0090419077578466e-43
4.0842386526745176e-06 2.9838142135384833e-43 3.48611939477427e-43 5.2558280849565516e-43 7.043639275280723e-43 1.0670573894080349e-42 2.1151527549157263e-42 2.0851262779285564e-42 3.009118692067323e-43
4.179469123139017e-06 2.9838126397994192e-43 3.4861213179853304e-43 5.255832457375478e-43 7.043647128213981e-43 1.0670591913242094e-42 2.1151598809261606e-42 2.0851497180287238e-42 3.009199100326595e-43
4.2769200423275275e-06 2.9838113887782807e-43 3.486123331961572e-43 5.2558370360197076e-43 7.043655351535922e-43 1.0670610782311338e-42 2.11516734307181e-42 2.085174264062183e-42 3.0092833036479622e-43
4.376643183506652e-06 2.9838104418553183e-43 3.486125440977562e-43 5.255841830613358e-43 7.043663962711861e-43 1.0670630541366742e-42 2.1151751572059092e-42 2.0851999682133887e-42 3.0093714812303467e-43
4.478691527118417e-06 2.9838097823714017e-43 3.486127649510221e-43 5.2558468513387525e-43 7.043672980030207e-43 1.0670651232376009e-42 2.1151833399291374e-42 2.0852268851296495e-42 3.009463820742163e-43
4.583119288927478e-06 2.9838093954904183e-43 3.4861299622464615e-43 5.255852108858123e-43 7.043682422641301e-43 1.0670672899284986e-42 2.1151919086248753e-42 2.085255072037441e-42 3.0095605187223668e-43
4.689981948824612e-06 2.9838092680668885e-43 3.4861323840967482e-43 5.255857614336099e-43 7.043692310597922e-43 1.067069558811067e-42 2.1152008814960503e-42 2.08528458886415e-42 3.009661781000574e-43
4.799336280301815e-06 2.98380938853585e-43 3.486134920200848e-43 5.255863379463355e-43 7.043702664897818e-43 1.0670719347038843e-42 2.1152102776037787e-42 2.085315498365634e-42 3.0097678231371657e-43
4.911240380614659e-06 2.9838097467893068e-43 3.4861375759423163e-43 5.255869416481461e-43 7.0437135075281485e-43 1.0670744226526083e-42 2.1152201169077718e-42 2.0853478662597722e-42 3.009878870884321e-43
5.0257537016479225e-06 2.9838103341002678e-43 3.4861403569577137e-43 5.255875738208735e-43 7.043724861512068e-43 1.0670770279406731e-42 2.1152304203086807e-42 2.0853817613663404e-42 3.0099951606689947e-43
5.142937081500915e-06 2.9838111430257475e-43 3.4861432691509026e-43 5.255882358067346e-43 7.0437367509574636e-43 1.067079756100475e-42 2.1152412096924175e-42 2.085417255753495e-42 3.010116940098878e-43
