# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
1.908889463474389e-06 2.732449665761069e-38 3.315387977934729e-38 5.78275943938381e-38 9.208134467282543e-38 2.208271913216007e-37 3.6498781534440994e-36 1.6656359386919457e-33 3.0454337521062233e-33
1.9533982341732686e-06 2.7372517904867055e-38 3.322460277873379e-38 5.804309252640872e-38 9.262825714824984e-38 2.238086103773138e-37 3.855300350366579e-36 1.82066792056959e-33 3.306243881694436e-33
1.9989447971105317e-06 2.742071524800389e-38 3.329563848692098e-38 5.826023425420795e-38 9.318175596789069e-38 2.268649660406423e-37 4.0755013463009066e-36 1.9899176067408616e-33 3.590528713630467e-33
2.045553350050195e-06 2.746908934197744e-38 3.336698851708252e-38 5.847903701460795e-38 9.374195592198809e-38 2.299988381345024e-37 4.311701976479685e-36 2.1746497942076797e-33 3.900510501164124e-33
2.0932486549653353e-06 2.751764085829508e-38 3.3438654513299124e-38 5.869951855470656e-38 9.430897459433444e-38 2.332129169222213e-37 4.565233312480124e-36 2.37623696256249e-33 4.238623630473452e-33
2.1420560511935146e-06 2.756637048473218e-38 3.351063815031173e-38 5.892169693528194e-38 9.488293243857794e-38 2.365100086253982e-37 4.837547157739392e-36 2.5961680714971166e-33 4.607534874396908e-33
2.192001468898943e-06 2.761527892499126e-38 3.358294113322979e-38 5.914559053492068e-38 9.54639528572426e-38 2.398930412569697e-37 5.1302275630926815e-36 2.8360580900138284e-33 5.010165612003863e-33
2.2431114428485372e-06 2.7664366898357144e-38 3.3655565197072104e-38 5.937121805425114e-38 9.605216228357098e-38 2.4336507078956183e-37 5.445003460089823e-36 3.097658328845344e-33 5.449716201925537e-33
2.2954131265091837e-06 2.771363513948774e-38 3.3728512106530754e-38 5.959859852043694e-38 9.66476902662904e-38 2.4692928768062163e-37 5.7837625187154614e-36 3.382867656128166e-33 5.929692715547706e-33
2.3489343064737076e-06 2.7763084397938196e-38 3.380178365565112e-38 5.982775129173101e-38 9.725066955741035e-38 2.5058902377733e-37 6.148566345736138e-36 3.6937446858520666e-33 6.453936256119097e-33
