# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2 MeV4, datatype: float64}
# schema: astropy-2.0
mx sigma
0.00179371629603914 2.3691853030215974e-13
0.0018355396225579732 2.5979994694945305e-13
0.0018783381259456144 2.8489124583068046e-13
0.0019221345439899109 3.124058331420568e-13
0.001966952144646121 3.4257777707751446e-13
0.0020128147383986056 3.7566368738471266e-13
0.002059746690910748 4.1194501217067627e-13
0.0021077729359698315 4.5173037972718937e-13
0.0021569189887337423 4.953581652362766e-13
0.002207210959286545 5.431995099368411e-13
0.0022586755665101248 5.956613529270084e-13
0.0023113401522792685 6.531899133593439e-13
0.0023652326959877285 7.162745074242135e-13
0.0024203818294129824 7.854518117168821e-13
0.0024768168519275916 8.613101674729715e-13
0.002534567746065232 9.444948704148399e-13
0.0025936651934496745 1.0357136389253163e-12
0.0026541405910951734 1.1357420276925203e-12
0.0027160260680869266 1.2454311422148529e-12
0.0027793545026504624 1.3657141359997e-12
0.002844159539619031 1.497613730113899e-12
0.0029104756083082714 1.6422522689790086e-12
0.0029783379408076585 1.80085976688793e-12
0.0030477825906984404 1.9747855852503072e-12
0.0031188464522080173 2.1655088874609415e-12
0.0031915672798109355 2.374652177933045e-12
0.0032659837082868936 2.603994447684587e-12
0.003342135273246469 2.855486570453776e-12
0.0034200624321353945 3.131267436933339e-12
0.0034998065857286074 3.433682688506936e-12
0.0035814101001254554 3.765305233581671e-12
0.003664916329257761 4.12895632329123e-12
0.0037503696379226933 4.527727950626409e-12
0.0038378154253526898 4.965012100754285e-12
0.003927300149334948 5.444529964856436e-12
0.004018871350893299 5.970359219229346e-12
0.00411257767954558 6.546970944247518e-12
0.004208468919149921 7.179273264979695e-12
0.004306596014353682 7.872642258353915e-12
0.004407011097659079 8.632977312162245e-12
0.004509767517119906 9.466744174716811e-12
0.004614919864684026 1.0381036377711723e-11
0.004722524005196735 1.138362867361227e-11
0.004832637106080367 1.248305226139622e-11
0.004945317667705937 1.3688657548368479e-11
0.005060625554472947 1.501069590551107e-11
0.005178622026613854 1.6460418157590524e-11
0.005299369772740128 1.8050156340320972e-11
0.005422932943147155 1.9793427615513383e-11
0.0055493771838957115 2.1705061016179295e-11
0.00567876967168809 2.3801320314463522e-11
0.005811179149557424 2.6100028265414037e-11
0.0059466759633891655 2.8620756957745806e-11
0.006085332099294114 3.13849263363298e-11
0.006227221221852859 3.441606194581683e-11
0.006372418713251954 3.7739944744265977e-11
0.006521001713332612 4.138484251246258e-11
0.006673049160573193 4.538175811845185e-11
0.006828641834027273 4.976468992172512e-11
0.006987862396239558 5.457093905058497e-11
0.00715079543716245 5.984134847033248e-11
0.007317527519096606 6.562078595189743e-11
0.007488147222679345 7.195839889912612e-11
0.007662745193945353 7.890808706246598e-11
0.007841414192484688 8.652899395188232e-11
0.008024249140723652 9.488588383184211e-11
0.008211347174354735 1.0404990210102725e-10
0.008402807693942412 1.140989741181733e-10
0.008598732417732204 1.2511855784283171e-10
0.008799225435691074 1.372024039548208e-10
0.009004393264807849 1.50453327313488e-10
0.009214344905683071 1.6498401674600943e-10
0.009429191900438323 1.8091805600100182e-10
0.009649048391975805 1.9839094852194166e-10
0.009874031184619632 2.1755147689023947e-10
0.010104259806171096 2.385623885031574e-10
0.01033985657141083 2.6160259556678704e-10
0.010580946647081629 2.8686803723995045e-10
0.010827658118386449 3.145734768017096e-10
0.011080122057036918 3.4495491961578513e-10
0.011338472590888495 3.782702456777985e-10
0.01160284697519928 4.148033898736968e-10
0.01187338566555036 4.5486487245485234e-10
0.012150232392466372 4.987953030973551e-10
0.012433534237775993 5.46968649842787e-10
0.01272344171275288 5.997944899058091e-10
0.013020108838078586 6.577219606014832e-10
0.013323693225669961 7.212443823213344e-10
0.013634356162414448 7.909017983259934e-10
0.013952262695857842 8.672861305455122e-10
0.014277581721889965 9.510483976792952e-10
0.014610486074474885 1.042900062326003e-09
0.014951152617473332 1.1436220158248256e-09
0.015299762338606094 1.254072921091158e-09
0.015656500445608335 1.375190033612303e-09
0.016021556464625875 1.5080044970707278e-09
0.016395124340905766 1.65364705856192e-09
0.016777402541834602 1.8133553467360592e-09
0.017168594162379338 1.988488849734104e-09
0.01756890703298664 2.1805338999631844e-09
0.017978553829998065 2.391129367200779e-09
0.01839775218863974 2.6220626379265098e-09
0.01882672481864659 2.875300905533765e-09
0.01926569962258253 3.1529936020572443e-09
0.019714909816919448 3.457509888115754e-09
0.020174594055939365 3.791432766930417e-09
0.02064499655852557 4.157604903855856e-09
0.021126367237910063 4.559143129819478e-09
0.021618961834446313 4.999463410831783e-09
0.02212304205147776 5.482304032913659e-09
0.022638875694374342 6.011782691069985e-09
0.0231667368128109 6.592395354619886e-09
0.02370690584636297 7.229085344901483e-09
0.024259669773497434 7.927266277789242e-09
0.024825322264037063 8.692878839881008e-09
0.025404163835180054 9.532431900904496e-09
0.025996502011157406 1.04530649911075e-08
0.026602651486612925 1.1462617496297902e-08
0.027222934293792744 1.256966141290488e-08
0.027857679973633073 1.3783629187837147e-08
0.02850722575083718 1.5114855145140846e-08
0.02917191671303455 1.6574629207724162e-08
0.029852105994117403 1.8175398156885874e-08
0.030548154961852016 1.993075758616162e-08
0.031260433409864494 2.185566379483285e-08
0.031989319754103004 2.3966474636784024e-08
0.0327352012338808 2.6281126978218686e-08
0.03349847411760691 2.8819345810287148e-08
0.034279543913313774 3.160271100266081e-08
0.03507882558409363 3.4654856347103185e-08
0.03589674376855814 3.800180299532154e-08
0.03673373300643846 4.167198652867887e-08
0.037590237969445384 4.569666327553225e-08
0.038466713697512506 5.01100505135845e-08
0.03936362584054766 5.4949636179140006e-08
0.04028145090582124 6.025654881375769e-08
0.04122067651112274 6.607611181421325e-08
0.04218180164382002 7.245770914264175e-08
0.043165336925959 7.945561813476155e-08
0.044171804885544536 8.71293661291184e-08
0.04520174023414663 9.554434014445819e-08
0.046255690150979495 1.0477185221807481e-07
0.047334214573604344 1.1489055108925946e-07
0.048437886495410414 1.2598663756588488e-07
0.04956729227003216 1.3815442938518924e-07
0.05072303192286451 1.5149750143576652e-07
0.051905719469841495 1.66128646255869e-07
0.05311598324364777 1.821731365011621e-07
0.05435446622753626 1.9976747109674417e-07
0.05562182639692926 2.1906121840724076e-07
0.056918737068984544 2.402178895131629e-07
0.058245887260312136 2.634177735577175e-07
0.05960398205303182 2.8885820915697275e-07
0.06099374296936585 3.1675662977334477e-07
0.06241590835496589 3.4734834843174554e-07
0.06387123377117784 3.8089463202166153e-07
0.06536049239645289 4.1768181123691953e-07
0.06688447543711816 4.5802072740466757e-07
0.06844399254772507 5.022557141368611e-07
0.0700398722611988 5.507645087931384e-07
0.0716729624290174 6.039557848910007e-07
0.07334413067165428 6.622864288541553e-07
0.07505426483952363 7.262497869052154e-07
0.07680427348467332 7.963880408854832e-07
0.07859508634347626 8.733033090694923e-07
0.08042765483057629 9.576476354744791e-07
0.08230295254435131 1.0501343298800349e-06
0.08422197578416211 1.1515582592115806e-06
0.08618574407966152 1.2627760270657177e-06
0.08819530073244539 1.3847314468801824e-06
0.09025171337033296 1.5184647192862819e-06
0.09235607451457113 1.6651230827089941e-06
0.09450950216026408 1.825940252620988e-06
0.09671314037033632 2.0022841146542555e-06
0.09896815988334524 2.1956634958168703e-06
0.10127575873546546 2.4077225636225947e-06
0.10363716289697593 2.6402652517760992e-06
0.10605362692358762 2.8952501639295973e-06
0.10852643462295801 3.1748611686131545e-06
0.11105689973674641 3.4815025274799424e-06
0.11364636663857243 3.817738537883823e-06
0.11629621104824843 4.186465893440313e-06
0.1190078407626656 4.590769452329352e-06
0.12178269640372161 5.034156205323559e-06
0.12462225218368743 5.520346457244203e-06
0.1275280166884199 6.053480922604775e-06
0.13050153367883624 6.6381525649301384e-06
0.1335443829110759 7.279265522023305e-06
0.13665818097578622 7.982268257234757e-06
0.13984458215697693 8.753205513447713e-06
0.14310527931090045 9.598561637860651e-06
0.14644200476542463 1.0525603762903168e-05
0.14985653124037576 1.1542144459086604e-05
0.15335067278934078 1.2656879652307862e-05
0.1569262857634292 1.3879293639394637e-05
0.1605852697975066 1.5219785898884354e-05
0.16432956881942368 1.668967153590182e-05
0.16816117208277714 1.8301505073911242e-05
0.172082115223751 2.006904470828601e-05
0.1760944813425998 2.2007308138288903e-05
0.1802004021103484 2.4132724460189605e-05
0.18440205890129596 2.6463474062372163e-05
0.18870168395192646 2.9019301280356167e-05
0.1931015615468407 3.1822004106930976e-05
0.1976040292323402 3.4895301507309344e-05
0.20221147905830805 3.826542902440779e-05
0.20692635884904578 4.196095085128951e-05
0.21175117350374192 4.6013555651754725e-05
0.2166884863272632 5.045777457531712e-05
0.22174092039197504 5.5330792707722326e-05
0.22691115993131514 6.0674840510867986e-05
0.23220195176586036 6.653451638894733e-05
0.2376161067626448 7.296057143473546e-05
0.24315650132850383 8.000692790454459e-05
0.24882607893823822 8.773389917933298e-05
0.25462785169840935 9.620712289247257e-05
0.2605649019475973 0.00010549902966409253
0.26664038389397104 0.00011568759501855245
0.27285752529104135 0.00012686100960769884
0.2792196291524867 0.00013911299017516264
0.2857300755069626 0.0001525484721199078
0.2923923231938275 0.00016728122350189353
0.2992099117007387 0.0001834359708517108
