# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma
0.21175117350374192 1.315689567417323e-30
0.2166884863272632 1.4098360007242363e-30
0.22174092039197504 1.5107204610452122e-30
0.22691115993131514 1.6188251787373788e-30
0.23220195176586036 1.7346668904174303e-30
0.2376161067626448 1.8587993083529273e-30
0.24315650132850383 1.9918157655095837e-30
0.24882607893823822 2.134352047974108e-30
0.25462785169840935 2.2870894326594953e-30
0.2605649019475973 2.4507579415181886e-30
0.26664038389397104 2.6261398255890805e-30
0.27285752529104135 2.814073302643155e-30
0.2792196291524867 3.015456557038209e-30
0.2857300755069626 3.231252029105567e-30
0.2923923231938275 3.4624910100054015e-30
0.2992099117007387 3.710278564207804e-30
0.3061864630440946 3.9757988014150066e-30
0.31332568369332287 4.260320532472298e-30
0.32063136654003577 4.5652033196223215e-30
0.3281073929131 4.891903966007408e-30
0.3357577346406907 5.2419834637689335e-30
0.343586456160426 5.617114444256017e-30
0.3515977166787018 6.019089149543976e-30
0.359795772380376 6.449827987241071e-30
0.368184978689974 6.91138868349519e-30
0.3767697925856183 7.405976091958344e-30
0.38555477496691104 7.935952708946688e-30
0.394544593078027 8.503849930292037e-30
0.4037440229873054 9.112380115250183e-30
0.4131579521246571 9.764449511116651e-30
0.42279138187813525 1.0463172094803434e-29
0.43264943025104924 1.121188440736924e-29
0.4427373345810337 1.2014161441127068e-29
0.4530604543225162 1.2873833656970713e-29
0.4636242738940635 1.3795005221359483e-29
0.47443440559211736 1.478207353625888e-29
0.48549659257266914 1.583975015539372e-29
0.4968167119024568 1.6973083193179977e-29
0.5084007776813051 1.818748134486706e-29
0.5202549442372687 1.948873957874344e-29
0.5323855093962742 2.0883066675733628e-29
0.5447989178279997 2.2377114747966613e-29
0.557501764469769 2.397801082840512e-29
0.5705007980302781 2.5693390636102954e-29
0.5838029245750183 2.7531434986777636e-29
0.5974152111952977 2.950090845881656e-29
0.6113448897628128 3.161120094473319e-29
0.6255993607717623 3.387237226442436e-29
0.6401861972705483 3.629519982327318e-29
0.6551131488851486 3.8891229661379914e-29
0.6703881459363026 4.1672830884208865e-29
0.686019303652694 4.465325468276849e-29
0.7020149264823721 4.784669657079029e-29
0.7183835125046995 5.126836365748534e-29
0.7351337579451718 5.493454650263385e-29
0.7522745617955077 5.88626960155983e-29
0.7698150305414633 6.307150581465583e-29
0.7877644830008832 6.758100039637825e-29
0.8061324552745581 7.241262940403192e-29
0.8249287058125218 7.758936897220809e-29
0.8441632205984669 8.313582941094475e-29
0.8638462184550629 8.907837092802896e-29
0.8839881564729563 9.544522817360201e-29
0.9045997355663667 1.0226664232122343e-28
0.9256919061582187 1.0957500240836387e-28
0.9472758739978306 1.174049978798845e-28
0.9693631061142522 1.2579378094662523e-28
0.9919653369084147 1.3478114003271495e-28
1.0150945743873274 1.4440968550870377e-28
